No.,Port/L2 Forwarder VLAN,Port VLAN,Count
410,"C1241 ( 12001375_12001369, Cross Connect )",C1241,1
411,"C1241 ( 1618999241_1618999431, Cross Connect )",C1241,1
412,"C1242 ( 1242, Cross Connect )",C1242,1
413,"C1242 ( 17000514_18000544, Cross Connect )",C1242,1
414,"C1243 ( 18000867_18000023, Cross Connect )",C1243,1
415,"C1243 ( 1618015190_1444044034, Cross Connect )",C1243,1
416,"C1243 ( DXB-BRJ301-ZM01_HSI, Cross Connect )",C1243,1
417,"C1244 ( 18000867_18000169, Cross Connect )",C1244,1
418,"C1244 ( 1618015190_1618015285, Cross Connect )",C1244,1
419,"C1245 ( 1618013563_1618013560, Cross Connect )",C1245,1
420,C1245 ( Cross Connect ),C1245,1
421,"C1246 ( 1618011302_1618011359, Cross Connect )",C1246,1
422,C1246 ( Cross Connect ),C1246,1
423,"C1247 ( 1618011303_1618011359, Cross Connect )",C1247,1
424,C1247 ( Cross Connect ),C1247,1
425,"C1248 ( 12001406_12001919, Cross Connect )",C1248,1
426,"C1249 ( 12001406_12000315, Cross Connect )",C1249,1
427,"C1249 ( 316998783_316998783, Cross Connect )",C1249,1
428,"C1250 ( 12000311_12002967, Cross Connect )",C1250,1
429,"C1250 ( 1618017608_1618018734, Cross Connect )",C1250,1
430,"C1251 ( 12000311_12000316, Cross Connect )",C1251,1
431,"C1251 ( 6123456727_6123456100, Cross Connect )",C1251,1
432,"C1252 ( 6123456727_6123456109, Cross Connect )",C1252,1
433,C1252 ( Cross Connect ),C1252,1
434,"C1253 ( 1618017608_1618018536, Cross Connect )",C1253,1
435,C1253 ( Cross Connect ),C1253,1
436,"C1253 ( WC-SI15501-HU01_HSI, Cross Connect )",C1253,1
437,"C1254 ( 12000445_12000398, Cross Connect )",C1254,1
438,"C1254 ( 1618014710_1618014711, Cross Connect )",C1254,1
439,"C1254 ( INTERNET, Residential Bridge )",C1254,235
440,"C1255 ( 12000651_12001797, Cross Connect )",C1255,1
441,"C1255 ( 1618017440_1618017178, Cross Connect )",C1255,1
442,"C1255 ( DXB-JDF10-ZM01_HSI, Cross Connect )",C1255,1
443,"C1255 ( INTERNET, Residential Bridge )",C1255,874
444,"C1256 ( 1618017440_1618017443, Cross Connect )",C1256,1
445,"C1256 ( INTERNET, Residential Bridge )",C1256,1106
446,"C1257 ( 18000845_12000404, Cross Connect )",C1257,1
447,"C1257 ( INTERNET, Residential Bridge )",C1257,250
448,"C1258 ( 12000546_12002922, Cross Connect )",C1258,1
449,"C1259 ( 12001632, Cross Connect )",C1259,1
450,"C1260 ( 12999987_14000022, Cross Connect )",C1260,1
451,"C1261 ( 17000933_14000929, Cross Connect )",C1261,1
452,"C1261 ( INTERNET, Residential Bridge )",C1261,768
453,"C1261 ( bh_ipngldc_hsi, Cross Connect )",C1261,1
454,"C1262 ( 12000568, Cross Connect )",C1262,1
455,"C1263 ( 15000939_14000653, Cross Connect )",C1263,1
456,"C1264 ( 12002274_12002289, Cross Connect )",C1264,1
457,"C1265 ( 12001156_12002758, Cross Connect )",C1265,1
458,"C1265 ( WC-MRP-ZM01_HSI, Cross Connect )",C1265,1
459,"C1266 ( 12001156_12001157, Cross Connect )",C1266,1
460,"C1267 ( 1267, Cross Connect )",C1267,1
461,"C1267 ( INTERNET, Residential Bridge )",C1267,125
462,"C1268 ( 1268, Cross Connect )",C1268,1
463,"C1269 ( 12000016_12002232, Cross Connect )",C1269,1
464,"C1270 ( 12000100_12001698, Cross Connect )",C1270,1
465,"C1271 ( 12000016_12000017, Cross Connect )",C1271,1
466,"C1271 ( INTERNET, Residential Bridge )",C1271,467
467,"C1272 ( 12000100_12000101, Cross Connect )",C1272,1
468,"C1272 ( HSI, Residential Bridge )",C1272,540
469,C1273 ( Cross Connect ),C1273,1
470,"C1273 ( INTERNET, Residential Bridge )",C1273,821
471,"C1274 ( 17000368_14000712, Cross Connect )",C1274,1
472,"C1274 ( INTERNET, Residential Bridge )",C1274,824
473,"C1275 ( 17000368_17000380, Cross Connect )",C1275,1
474,"C1275 ( INTERNET, Residential Bridge )",C1275,778
475,"C1276 ( 12002347_12002348, Cross Connect )",C1276,1
476,"C1276 ( INTERNET, Residential Bridge )",C1276,533
477,"C1276 ( WC-SI2-ZM04_HSI, Cross Connect )",C1276,1
478,"C1277 ( 12002347_12002844, Cross Connect )",C1277,1
479,"C1278 ( 1278, Cross Connect )",C1278,1
480,"C1278 ( INTERNET, Residential Bridge )",C1278,434
481,"C1279 ( 12000158, Cross Connect )",C1279,1
482,"C1280 ( 12000158_12000159, Cross Connect )",C1280,1
483,"C1280 ( INTERNET, Residential Bridge )",C1280,200
484,"C1281 ( 12002085, Cross Connect )",C1281,1
485,"C1282 ( C1282, Cross Connect )",C1282,1
486,"C1283 ( 12002087_12002081, Cross Connect )",C1283,1
487,"C1284 ( 12002085_12002080, Cross Connect )",C1284,1
488,"C1285 ( 12002070_12001015, Cross Connect )",C1285,1
489,"C1286 ( 12002070_12002068, Cross Connect )",C1286,1
490,"C1287 ( 12002061_12000980, Cross Connect )",C1287,1
491,"C1288 ( 12999485_17000594, Cross Connect )",C1288,1
492,"C1288 ( RAK-KOZ513-HU01, Cross Connect )",C1288,1
493,"C1289 ( 12999485_15000272, Cross Connect )",C1289,1
494,"C1289 ( DXB-JDF27-HU01_HSI, Cross Connect )",C1289,1
495,"C1290 ( 12001287_12001650, Cross Connect )",C1290,1
496,"C1291 ( 12000421_12002702, Cross Connect )",C1291,1
497,"C1292 ( 12000471_12002702, Cross Connect )",C1292,1
498,"C1293 ( 12000419_12001021, Cross Connect )",C1293,1
499,"C1293 ( AAN-QRR14-HU01_HSI, Cross Connect )",C1293,1
500,"C1293 ( INTERNET, Residential Bridge )",C1293,15
501,"C1294 ( 12000419_12000420, Cross Connect )",C1294,1
502,"C1295 ( 12002584_12001503, Cross Connect )",C1295,1
503,"C1295 ( INTERNET, Residential Bridge )",C1295,433
504,"C1295 ( WC-RNR-ZM01_HSI, Cross Connect )",C1295,1
505,"C1296 ( 12000908_12002858, Cross Connect )",C1296,1
506,"C1299 ( 12999001 15000668, Cross Connect )",C1299,1
507,"C1299 ( INTERNET, Residential Bridge )",C1299,885
508,"C1300 ( INTERNET, Residential Bridge )",C1300,258
509,"C1301 ( INTERNET, Residential Bridge )",C1301,643
510,"C1302 ( WC-SAL20-ZR01_HSI, Cross Connect )",C1302,1
511,"C1304 ( INTERNET, Residential Bridge )",C1304,17
512,"C1304 ( WC-SAL-ZM03_HSI, Cross Connect )",C1304,1
513,"C1308 ( INTERNET, Residential Bridge )",C1308,14
514,"C1309 ( INTERNET, Residential Bridge )",C1309,592
515,"C1310 ( INTERNET, Residential Bridge )",C1310,201
516,"C1312 ( INTERNET, Residential Bridge )",C1312,616
517,"C1315 ( EC-MSF-ZM02_HSI, Cross Connect )",C1315,1
518,"C1315 ( INTERNET, Residential Bridge )",C1315,391
519,"C1316 ( EC-MSFGSM623-ZM02_HSI, Cross Connect )",C1316,1
520,"C1316 ( INTERNET, Residential Bridge )",C1316,10
521,"C1321 ( DXB-DSO10-HU01_HSI, Cross Connect )",C1321,1
522,"C1321 ( INTERNET, Residential Bridge )",C1321,8
523,"C1325 ( DXB-DFC13-HU01_HSI, Cross Connect )",C1325,1
524,"C1326 ( DXB-DFC13-HU02_HSI, Cross Connect )",C1326,1
525,"C1326 ( INTERNET, Residential Bridge )",C1326,422
526,"C1327 ( DXB-DF116-HU01_HSI, Cross Connect )",C1327,1
527,"C1328 ( DXB-DF116-HU02_HSI, Cross Connect )",C1328,1
528,"C1329 ( DXB-DFC19-HU01_HSI, Cross Connect )",C1329,1
529,"C1330 ( INTERNET, Residential Bridge )",C1330,184
530,"C1332 ( INTERNET, Residential Bridge )",C1332,222
531,"C1333 ( INTERNET, Residential Bridge )",C1333,264
532,"C1334 ( INTERNET, Residential Bridge )",C1334,400
533,"C1335 ( INTERNET, Residential Bridge )",C1335,545
534,"C1337 ( INTERNET, Residential Bridge )",C1337,313
535,"C1338 ( INTERNET, Residential Bridge )",C1338,34
536,"C1339 ( INTERNET, Residential Bridge )",C1339,1
537,"C1343 ( INTERNET, Residential Bridge )",C1343,462
538,"C1347 ( INTERNET, Residential Bridge )",C1347,776
539,"C1348 ( INTERNET, Residential Bridge )",C1348,196
540,"C1353 ( INTERNET, Residential Bridge )",C1353,121
541,"C1354 ( INTERNET, Residential Bridge )",C1354,119
542,"C1364 ( INTERNET, Residential Bridge )",C1364,20
543,"C1365 ( INTERNET, Residential Bridge )",C1365,63
544,"C1366 ( INTERNET, Residential Bridge )",C1366,438
545,"C1367 ( INTERNET, Residential Bridge )",C1367,28
546,"C1368 ( INTERNET, Residential Bridge )",C1368,11
547,"C1369 ( INTERNET, Residential Bridge )",C1369,22
548,"C1370 ( INTERNET, Residential Bridge )",C1370,168
549,"C1371 ( INTERNET, Residential Bridge )",C1371,140
550,"C1372 ( INTERNET, Residential Bridge )",C1372,352
551,"C1373 ( INTERNET, Residential Bridge )",C1373,536
552,"C1375 ( INTERNET, Residential Bridge )",C1375,1060
553,"C1375 ( WC-SI135-ZR02_HSI, Cross Connect )",C1375,1
554,"C1376 ( HSI, Residential Bridge )",C1376,24
555,"C1377 ( INTERNET, Residential Bridge )",C1377,32
556,"C1377 ( WC-AJN-ZM12_HSI, Cross Connect )",C1377,1
557,"C1378 ( HSI, Residential Bridge )",C1378,58
558,"C1379 ( INTERNET, Residential Bridge )",C1379,132
559,"C1380 ( AUH-MQT30-HU01_HSI, Cross Connect )",C1380,1
560,"C1380 ( INTERNET, Residential Bridge )",C1380,235
561,"C1384 ( bh_ipngldc_hsi, Cross Connect )",C1384,1
562,"C1386 ( INTERNET, Residential Bridge )",C1386,456
563,"C1387 ( INTERNET, Residential Bridge )",C1387,123
564,"C1388 ( INTERNET, Residential Bridge )",C1388,48
565,"C1389 ( INTERNET, Residential Bridge )",C1389,41
566,"C1390 ( INTERNET, Residential Bridge )",C1390,159
567,"C1391 ( INTERNET, Residential Bridge )",C1391,31
568,"C1392 ( INTERNET, Residential Bridge )",C1392,6
569,"C1395 ( INTERNET, Residential Bridge )",C1395,8
570,"C1395 ( WC-NMYGSM5055-ZM01_HSI, Residential Bridge )",C1395,1
571,"C1396 ( INTERNET, Residential Bridge )",C1396,499
572,"C1398 ( INTERNET, Residential Bridge )",C1398,705
573,"C1400 ( INTERNET, Residential Bridge )",C1400,300
574,"C1401 ( INTERNET, Residential Bridge )",C1401,178
575,"C1402 ( HSI, Residential Bridge )",C1402,70
576,"C1403 ( INTERNET, Residential Bridge )",C1403,733
577,"C1404 ( INTERNET, Residential Bridge )",C1404,315
578,"C1405 ( HIS_INTERNET, Residential Bridge )",C1405,2
579,"C1405 ( HSI_INTERNET, Residential Bridge )",C1405,44
580,"C1406 ( INTERNET, Residential Bridge )",C1406,60
581,"C1406 ( WC-SJA-ZM02_HSI, Cross Connect )",C1406,1
582,"C1408 ( INTERNET, Residential Bridge )",C1408,32
583,"C1409 ( INTERNET, Residential Bridge )",C1409,10
584,"C1410 ( INTERNET, Residential Bridge )",C1410,454
585,"C1410 ( bh_ipngldc_hsi, Cross Connect )",C1410,1
586,"C1411 ( INTERNET, Residential Bridge )",C1411,82
587,"C1411 ( bh_ipngldc_hsi, Cross Connect )",C1411,1
588,"C1412 ( bh_ipngldc_hsi, Cross Connect )",C1412,1
589,"C1413 ( INTERNET, Residential Bridge )",C1413,16
590,"C1414 ( INTERNET, Residential Bridge )",C1414,21
591,"C1417 ( HSI_INTERNET, Residential Bridge )",C1417,7
592,"C1417 ( INTERNET, Residential Bridge )",C1417,84
593,"C1418 ( INTERNET, Residential Bridge )",C1418,158
594,"C1419 ( INTERNET, Residential Bridge )",C1419,302
595,"C1420 ( INTERNET, Residential Bridge )",C1420,48
596,"C1421 ( INTERNET, Residential Bridge )",C1421,57
597,"C1423 ( EC-MSF05-HU01, Cross Connect )",C1423,1
598,"C1423 ( INTERNET, Residential Bridge )",C1423,10
599,"C1423 ( INTERNET, Residential Bridge )",C1423,17
600,"C1428 ( HSI_INTERNET, Residential Bridge )",C1428,1
601,"C1429 ( DXB-JGN-HU01_HSI, Cross Connect )",C1429,1
602,"C1429 ( INTERNET, Residential Bridge )",C1429,41
603,"C1431 ( WC-MNK-ZM09_HSI, Cross Connect )",C1431,1
604,"C1432 ( INTERNET, Residential Bridge )",C1432,31
605,"C1435 ( INTERNET, Residential Bridge )",C1435,10
606,"C1436 ( HSI_INTERNET, Residential Bridge )",C1436,1
607,"C1437 ( HSI_INTERNET, Residential Bridge )",C1437,2
608,"C1437 ( INTERNET, Residential Bridge )",C1437,629
609,"C1476 ( DXB-DSO11-HU01_HSI, Cross Connect )",C1476,1
610,"C1485 ( RAK-DGD-FCB51_HSI, Cross Connect )",C1485,1
611,"C1487 ( DXB-RYH-ZM04_HSI, Cross Connect )",C1487,1
612,"C1512 ( WC-SJA17-HU01_HSI, Cross Connect )",C1512,1
613,"C1513 ( WC-SJA18-HU01_HSI, Cross Connect )",C1513,1
614,"C1514 ( WC-SJA20-HU01_HSI, Cross Connect )",C1514,1
615,"C1516 ( WC-SJA21-HU01_HSI, Cross Connect )",C1516,1
616,"C1517 ( WC-SJA22-HU01_HSI, Cross Connect )",C1517,1
617,"C1518 ( WC-SJA23-HU01_HSI, Cross Connect )",C1518,1
618,"C1525 ( INTERNET, Residential Bridge )",C1525,205
619,"C1526 ( INTERNET, Residential Bridge )",C1526,812
620,"C1529 ( INTERNET, Residential Bridge )",C1529,533
621,"C1530 ( INTERNET, Residential Bridge )",C1530,363
622,"C1531 ( INTERNET, Residential Bridge )",C1531,489
623,"C1534 ( INTERNET, Residential Bridge )",C1534,277
624,"C1542 ( WC-LYA-FCC-501_HSI, Cross Connect )",C1542,1
625,"C1543 ( WC-LYA18-HU01_HSI, Cross Connect )",C1543,1
626,"C1544 ( WC-LYA-FCB-104_HSI, Cross Connect )",C1544,1
627,"C1552 ( INTERNET, Residential Bridge )",C1552,159
628,"C1553 ( INTERNET, Residential Bridge )",C1553,335
629,"C1554 ( INTERNET, Residential Bridge )",C1554,179
630,"C1555 ( WR-MZD-HU01_IPNGDLC_HSI, Cross Connect )",C1555,1
631,"C1559 ( INTERNET, Residential Bridge )",C1559,684
632,"C1560 ( INTERNET, Residential Bridge )",C1560,430
633,"C1561 ( INTERNET, Residential Bridge )",C1561,514
634,"C1562 ( INTERNET, Residential Bridge )",C1562,35
635,"C1575 ( HSI, Residential Bridge )",C1575,145
636,"C1576 ( INTERNET, Residential Bridge )",C1576,240
637,"C1577 ( INTERNET, Residential Bridge )",C1577,1
638,"C1588 ( INTERNET, Residential Bridge )",C1588,407
639,"C1596 ( INTERNET, Residential Bridge )",C1596,265
640,"C1604 ( INTERNET, Residential Bridge )",C1604,2
641,"C1608 ( INTERNET, Residential Bridge )",C1608,170
642,"C1613 ( INTERNET, Residential Bridge )",C1613,13
643,"C1619 ( DXB-DGN-HU03_HSI, Cross Connect )",C1619,1
644,"C1620 ( DXB-DGN-HU04_HSI, Cross Connect )",C1620,1
645,"C1632 ( WC-SI2121-HU01_HSI, Cross Connect )",C1632,1
646,"C1633 ( INTERNET, Residential Bridge )",C1633,86
647,"C1635 ( INTERNET, Residential Bridge )",C1635,99
648,"C1639 ( INTERNET, Residential Bridge )",C1639,1
649,"C1640 ( INTERNET, Residential Bridge )",C1640,151
650,"C1643 ( INTERNET, Residential Bridge )",C1643,34
651,"C1644 ( INTERNET, Residential Bridge )",C1644,49
652,"C1646 ( INTERNET, Residential Bridge )",C1646,2
653,"C1652 ( DXB-MGN-HU04_HSI, Cross Connect )",C1652,1
654,"C1652 ( INTERNET, Residential Bridge )",C1652,118
655,"C1653 ( DXB-MGN-HU05_HSI, Cross Connect )",C1653,1
656,"C1654 ( DXB-IGN-HU01_HSI, Cross Connect )",C1654,1
657,"C1654 ( INTERNET, Residential Bridge )",C1654,296
658,"C1654 ( WC-SI1-ZM03_HSI, Cross Connect )",C1654,1
659,"C1655 ( DXB-IGN-HU02_HSI, Cross Connect )",C1655,1
660,"C1655 ( WC-SI168-ZM01_HSI, Cross Connect )",C1655,1
661,"C1656 ( DXB-IGN-HU03_HSI, Cross Connect )",C1656,1
662,"C1656 ( WC-SI3133-ZR01_HSI, Cross Connect )",C1656,1
663,"C1657 ( DXB-MGN-HU01_HSI, Cross Connect )",C1657,1
664,"C1657 ( INTERNET, Residential Bridge )",C1657,62
665,"C1657 ( WC-SI3-ZM04_HSI, Cross Connect )",C1657,1
666,"C1658 ( DXB-MGN-HU02_HSI, Cross Connect )",C1658,1
667,"C1658 ( INTERNET, Residential Bridge )",C1658,48
668,"C1658 ( WC-SI3-ZM03_HSI, Cross Connect )",C1658,1
669,"C1659 ( INTERNET, Residential Bridge )",C1659,124
670,"C1659 ( WC-SI3-ZM05_HSI, Cross Connect )",C1659,1
671,"C1660 ( DXB-RYH64-HU01_HSI, Cross Connect )",C1660,1
672,"C1660 ( INTERNET, Residential Bridge )",C1660,235
673,"C1662 ( DXB-HGN-HU03_HSI, Cross Connect )",C1662,1
674,"C1663 ( DXB-MIF54-HU01_HSI, Cross Connect )",C1663,1
675,"C1663 ( INTERNET, Residential Bridge )",C1663,126
676,"C1664 ( DXB-MIF58-HU01_HSI, Cross Connect )",C1664,1
677,"C1664 ( INTERNET, Residential Bridge )",C1664,110
678,"C1665 ( INTERNET, Residential Bridge )",C1665,143
679,"C1666 ( INTERNET, Residential Bridge )",C1666,228
680,"C1667 ( INTERNET, Residential Bridge )",C1667,2
681,"C1668 ( INTERNET, Residential Bridge )",C1668,1
682,"C1669 ( INTERNET, Residential Bridge )",C1669,5
683,"C1670 ( INTERNET, Residential Bridge )",C1670,66
684,"C1670 ( IPNGDLC_HSI, Residential Bridge )",C1670,1
685,"C1671 ( IPNGDLC_HSI, Residential Bridge )",C1671,1
686,"C1672 ( INTERNET, Residential Bridge )",C1672,284
687,"C1675 ( INTERNET, Residential Bridge )",C1675,63
688,"C1676 ( INTERNET, Residential Bridge )",C1676,4
689,"C1677 ( WC-NMY-ZM09_HSI, Cross Connect )",C1677,1
690,"C1682 ( WC-MUH501-HU01_HSI, Cross Connect )",C1682,1
691,"C1683 ( WC-MUH502-HU01_HSI, Cross Connect )",C1683,1
692,"C1684 ( WC-AJN-ZM13_HSI, Cross Connect )",C1684,1
693,"C1688 ( WC-SJA07-HU01_HSI, Cross Connect )",C1688,1
694,"C1691 ( INTERNET, Residential Bridge )",C1691,106
695,"C1692 ( INTERNET, Residential Bridge )",C1692,83
696,"C1693 ( INTERNET, Residential Bridge )",C1693,150
697,"C1696 ( INTERNET, Residential Bridge )",C1696,293
698,"C1698 ( bh_ipngldc_hsi, Cross Connect )",C1698,1
699,"C1699 ( INTERNET, Residential Bridge )",C1699,75
700,"C1702 ( HIS_INTERNET, Residential Bridge )",C1702,1108
701,"C1702 ( INTERNET, Residential Bridge )",C1702,77
702,"C1702 ( WC-NMY41-HU01_HSI, Cross Connect )",C1702,1
703,"C1703 ( HSI, Residential Bridge )",C1703,23
704,"C1704 ( INTERNET, Residential Bridge )",C1704,85
705,"C1704 ( bh_ipngldc_hsi, Cross Connect )",C1704,1
706,"C1709 ( INTERNET, Residential Bridge )",C1709,464
707,"C1709 ( WC-SI278-HU01_HSI, Cross Connect )",C1709,1
708,"C1710 ( INTERNET, Residential Bridge )",C1710,54
709,"C1711 ( INTERNET, Residential Bridge )",C1711,44
710,"C1711 ( WC-SI2143-HU01_HSI, Cross Connect )",C1711,1
711,"C1712 ( INTERNET, Residential Bridge )",C1712,1
712,"C1712 ( WC-NMY801-HU01_HSI, Cross Connect )",C1712,1
713,"C1717 ( INTERNET, Residential Bridge )",C1717,83
714,"C1718 ( INTERNET, Residential Bridge )",C1718,128
715,"C1720 ( INTERNET, Residential Bridge )",C1720,19
716,"C1723 ( bh_ipngldc_hsi, Cross Connect )",C1723,1
717,"C1725 ( INTERNET, Residential Bridge )",C1725,7
718,"C1727 ( bh_ipngldc_hsi, Cross Connect )",C1727,1
719,"C1728 ( INTERNET, Residential Bridge )",C1728,18
720,"C1729 ( EC-BIT-ZM01, Cross Connect )",C1729,1
721,"C1729 ( INTERNET, Residential Bridge )",C1729,1
722,"C1733 ( HSI_INTERNET, Residential Bridge )",C1733,2
723,"C1735 ( INTERNET, Residential Bridge )",C1735,13
724,"C1737 ( HSI_INTERNET, Residential Bridge )",C1737,6
725,"C1737 ( INTERNET, Residential Bridge )",C1737,4
726,"C1870 (  EC-MSF4-ZR04_HSI, Cross Connect )",C1870,1
727,"C1873 ( EC-KFN26-ZR01_HSI, Cross Connect )",C1873,1
728,"C1895 ( WC-SAL801-HU01_HSI, Cross Connect )",C1895,1
729,"C1904 ( WC-MUH94-ZM01_HSI, Cross Connect )",C1904,1
730,"C1907 ( WC-AGF1-ZR01_HSI, Cross Connect )",C1907,1
731,"C1931 ( EC-BIT2-ZM01_HSI, Cross Connect )",C1931,1
732,"C1935 ( EC-AHL-ZM01_HSI, Cross Connect )",C1935,1
733,"C1951 ( WC-SI236-ZR02_HSI, Cross Connect )",C1951,1
734,"C1952 ( WC-AJN-ZM11_HSI, Cross Connect )",C1952,1
735,"C1955 ( WC-SI227-HU01_HSI, Cross Connect )",C1955,1
736,"C1956 ( WC-SI286-ZR02_HSI, Cross Connect )",C1956,1
737,"C1977 ( EC-BIT3-ZR03_HSI, Cross Connect )",C1977,1
738,"C1981 ( WC-SI3506-HU01_HSI, Cross Connect )",C1981,1
739,"C1984 ( WC-SI3507-HU01_HSI, Cross Connect )",C1984,1
740,"C1985 ( WC-SI3508-HU01_HSI, Cross Connect )",C1985,1
741,"C2000 ( WIFI_BACKHAUL, Residential Bridge )",C2000,13
742,"C2000 ( Wi-Fi_NMS, Residential Bridge )",C2000,9
743,"C2000 ( Wifi_BH, Residential Bridge )",C2000,152
744,"C2000 ( Wifi_BH, Residential Bridge )",C2000,4
745,"C2001 ( MWLAN, Residential Bridge )",C2001,1
746,"C2001 ( Managed WiFI, Residential Bridge )",C2001,1
747,"C2001 ( Managed WiFi , Residential Bridge )",C2001,2
748,"C2001 ( WIFI_NMS, Residential Bridge )",C2001,1
749,"C2001 (  WiFi_Managed, Residential Bridge )",C2001,1
750,"C2001 ( Wifi_LAN, Residential Bridge )",C2001,1
751,"C2001 ( Wifi_Wireless, Residential Bridge )",C2001,1
752,"C2197 ( DU_INTERNET, Residential Bridge )",C2197,1
753,"C2401 ( PC_VIP_HSI, Residential Bridge )",C2401,3
754,"C2401 ( VIP_HSI, Residential Bridge )",C2401,1
755,"C2950 ( 1444999724_1444995767, Cross Connect )",C2950,1
756,"C2951 ( 1411190593_1411190595, Cross Connect )",C2951,1
757,"C3000 ( 3000, Cross Connect )",C3000,1
758,"C3000 ( 190001186_190003908, Cross Connect )",C3000,1
759,"C3000 ( 1222220491_1222228762, Cross Connect )",C3000,1
760,"C3000 ( 1618015679_1618015738, Cross Connect )",C3000,1
761,C3000 ( Cross Connect ),C3000,7
762,"C3001 ( 3001, Cross Connect )",C3001,2
763,"C3001 ( 190001186_190001185, Cross Connect )",C3001,1
764,"C3001 ( 1222220283_1222220854, Cross Connect )",C3001,1
765,"C3001 ( 1222257150_1222257151, Cross Connect )",C3001,1
766,"C3001 ( 1618005492, Cross Connect )",C3001,1
767,"C3001 ( 1618010211_1618011323, Cross Connect )",C3001,1
768,"C3001 ( 1618996553_1618996603, Cross Connect )",C3001,1
769,C3001 ( Cross Connect ),C3001,6
770,"C3002 ( 3002, Cross Connect )",C3002,1
771,"C3002 ( 190001268, Cross Connect )",C3002,1
772,"C3002 ( 190002878_190003808, Cross Connect )",C3002,1
773,"C3002 ( 314993078_314993078, Cross Connect )",C3002,1
774,"C3002 ( 1618010138_412473605, Cross Connect )",C3002,1
775,"C3002 ( 1618013274, Cross Connect )",C3002,1
776,C3002 ( Cross Connect ),C3002,7
777,"C3003 ( 3003, Cross Connect )",C3003,2
778,"C3003 ( 312317426_312317426, Cross Connect )",C3003,1
779,"C3003 ( 312998565_312998565, Cross Connect )",C3003,1
780,"C3003 ( 1333309932_1333309774, Cross Connect )",C3003,1
781,"C3003 ( 1444015737_1444016347, Cross Connect )",C3003,1
782,C3003 ( Cross Connect ),C3003,9
783,"C3004 ( 3004, Cross Connect )",C3004,1
784,"C3004 ( 1222254437_1222254438, Cross Connect )",C3004,1
785,"C3004 ( 1222257150_1222257189, Cross Connect )",C3004,1
786,"C3004 ( 1618008308, Cross Connect )",C3004,1
787,"C3004 ( 1618010076_1618011318, Cross Connect )",C3004,1
788,C3004 ( Cross Connect ),C3004,10
789,"C3005 ( 3005, Cross Connect )",C3005,1
790,"C3005 ( 190002878_190002877, Cross Connect )",C3005,1
791,"C3005 (  316999448_316999448, , Cross Connect )",C3005,2
792,"C3005 ( 1222235612_1222231895, Cross Connect )",C3005,1
793,"C3005 ( 1618991390_1618992623, Cross Connect )",C3005,1
794,C3005 ( Cross Connect ),C3005,9
795,"C3006 ( 1222242833_1222248002, Cross Connect )",C3006,1
796,"C3006 ( 1222245185_1222247176, Cross Connect )",C3006,1
797,"C3006 ( 1222268665_1222263594, Cross Connect )",C3006,1
798,"C3006 ( 1911032969_1911031620, Cross Connect )",C3006,1
799,C3006 ( Cross Connect ),C3006,11
800,"C3007 ( 3007, Cross Connect )",C3007,1
801,"C3007 ( 1222233457_1222236616, Cross Connect )",C3007,1
802,"C3007 ( 1222255060_1222255158, Cross Connect )",C3007,1
803,"C3007 ( 1222268665_1222268615, Cross Connect )",C3007,1
804,"C3007 ( 1444056908_1444056904, Cross Connect )",C3007,1
805,"C3007 ( 1444991766_1444005175, Cross Connect )",C3007,1
806,"C3007 ( 1618013681_1618012281, Cross Connect )",C3007,1
807,C3007 ( Cross Connect ),C3007,7
808,"C3008 ( 3008, Cross Connect )",C3008,1
809,"C3008 ( 314004143_314004143, Cross Connect )",C3008,1
810,"C3008 ( 1222233457_1222239824, Cross Connect )",C3008,1
811,"C3008 ( 1222252631_1222252104, Cross Connect )",C3008,1
812,"C3008 ( 1222254395_1222255209, Cross Connect )",C3008,1
813,"C3008 ( 1444026940_1444028956, Cross Connect )",C3008,1
